Item type,Authors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Free_access OR gated?,Publisher,Date published,ISSN,ISSN (alt.),URLs,DOI,PMID,Arxiv ID,PMC ID,Copyright,Affiliation,Sub-type,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Tam G,Cowling BJ,Maude RJ",Analysing human population movement data for malaria control and elimination,Malar. J.,Malaria journal,2021,20,1,294,free_access,Springer Nature BV,30/06/2021,1475-2875,,http://dx.doi.org/10.1186/s12936-021-03828-6;https://www.ncbi.nlm.nih.gov/pubmed/34193167;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8247220;https://malariajournal.biomedcentral.com/articles/10.1186/s12936-021-03828-6,10.1186/s12936-021-03828-6,34193167,,PMC8247220,,"WHO Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing, Faculty of Medicine, The University of Hong Kong, Hong Kong, China. Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. richard@tropmedres.ac. Centre for Tropical Medicine and Global Health, Nuffield Department of Medicine, University of Oxford, Oxford, OX3 7LG, UK. richard@tropmedres.ac. The Open University, Milton Keynes, MK7 6AA, UK. richard@tropmedres.ac. Harvard TH Chan School of Public Health, Harvard University, Boston, MA, 02115, USA. richard@tropmedres.ac.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,White NJ,Anti‐malarial drug effects on parasite dynamics in vivax malaria,Malar. J.,Malaria journal,2021,20,1,01-Dec,free_access,Springer Nature BV,21/03/2021,1475-2875,1475-2875,https://malariajournal.biomedcentral.com/articles/10.1186/s12936-021-03700-7;http://dx.doi.org/10.1186/s12936-021-03700-7,10.1186/s12936-021-03700-7,,,,,,Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Pellegrino E,Gutierrez MG",Human stem cell-based models for studying host-pathogen interactions,Cell. Microbiol.,Cellular microbiology,2021,23,7,e13335,free_access,Wiley,2021-07,1462-5814,1462-5822,https://onlinelibrary.wiley.com/doi/10.1111/cmi.13335;http://dx.doi.org/10.1111/cmi.13335;https://www.ncbi.nlm.nih.gov/pubmed/33792137;https://onlinelibrary.wiley.com/doi/abs/10.1111/cmi.13335;https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cmi.13335,10.1111/cmi.13335,33792137,,,http://creativecommons.org/licenses/by/4.0/,"Host-Pathogen Interactions in Tuberculosis Laboratory, The Francis Crick Institute, London, UK.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review,"Richter U,McFarland R,Taylor RW,Pickett SJ",The molecular pathology of pathogenic mitochondrial tRNA variants,FEBS Lett.,FEBS letters,2021,,,,free_access,Wiley,29/01/2021,0014-5793,1873-3468,http://dx.doi.org/10.1002/1873-3468.14049;https://www.ncbi.nlm.nih.gov/pubmed/33513266;https://doi.org/10.1002/1873-3468.14049;https://febs.onlinelibrary.wiley.com/doi/abs/10.1002/1873-3468.14049;https://febs.onlinelibrary.wiley.com/doi/pdf/10.1002/1873-3468.14049,10.1002/1873-3468.14049,33513266,,,,"Wellcome Centre for Mitochondrial Research, The Medical School, Newcastle University, UK. Molecular and Integrative Biosciences Research Programme, Faculty of Biological and Environmental Sciences, University of Helsinki, Finland. Newcastle University Biosciences Institute, Newcastle University, UK. Newcastle University Translational and Clinical Research Institute, Newcastle University, UK.",Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPOSTER,"Klöbl M,Seiger R,Vanicek T,Handschuh P,Reed MB,Spurny B,Ritter V,Godbersen GM,Gryglewski G,Kraus C,Others",Parametric empirical Bayes modeling in the presence of incomplete data,,,,,,,free_access,,,,,https://anyscreeninc.com/PF/OHBM/2021/OHBM-Educational-Courses/pdf_poster_files/Manfred_Klbl60785c7f3f119/Manfred_Klbl.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Day, Thomas C.; Hohn, Stephanie S.; Zamani-Dahaj, Seyed A.; Yanni, David; Burnetti, Anthony; Pentz, Jennifer; Honerkamp-Smith, Aurelia R.; Wioland, Hugo; Sleath, Hannah R.; Ratcliff, William C.; Goldstein, Raymond E.; Yunker, Peter J.",Cellular organization in lab-evolved and extant multicellular species obeys a maximum entropy law,arxiv,,2021,,,,free_access,arxiv.org,2021,,,http://arxiv.org/abs/2108.00425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,Carter SE,Is Downloading this App Consistent with my Values? Conceptualizing a Value-Centered Privacy Assistant,,,2021,,,,free_access,arxiv.org,23/06/2021,,,http://arxiv.org/abs/2106.12458,,,2106.12458,,,,,arXiv [cs.CR],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"de Mattos AC,McArdle G,Bertolotto M",Mapping Slums with Medium Resolution Satellite Imagery: a Comparative Analysis of Multi-Spectral Data and Grey-level Co-occurrence Matrix Techniques,,,2021,,,,free_access,arxiv.org,21/06/2021,,,http://arxiv.org/abs/2106.11395,,,2106.11395,,,,,arXiv [cs.CV],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Keane MT,Kenny EM,Temraz M,Greene D,Smyth B",Twin Systems for DeepCBR: A Menagerie of Deep Learning and Case-Based Reasoning Pairings for Explanation and Data Augmentation,,,2021,,,,free_access,arxiv.org,29/04/2021,,,http://arxiv.org/abs/2104.14461,,,2104.14461,,,,,arXiv [cs.AI],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Ruan Q,Namee BM,Dong R",Pseudo-labelling Enhanced Media Bias Detection,,,2021,,,,free_access,arxiv.org,16/07/2021,,,http://arxiv.org/abs/2107.07705,,,2107.07705,,,,,arXiv [cs.CL],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,Svozil K,Quantum randomness is chimeric,,,2021,,,,free_access,arxiv.org,24/02/2021,,,http://arxiv.org/abs/2102.13500,,,2102.135,,,,,arXiv [quant-ph],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,Svozil K,"Quantum violation of the Suppes-Zanotti inequalities and \contextuality\""""",,,2021,,,,free_access,arxiv.org,25/01/2021,,,http://arxiv.org/abs/2101.10167,,,2101.10167,,,,,arXiv [quant-ph],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,Svozil K,Varieties of contextuality emphasizing (non)embeddability,,,2021,,,,free_access,arxiv.org,10/03/2021,,,http://arxiv.org/abs/2103.06110,,,2103.0611,,,,,arXiv [quant-ph],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Cunningham F,Morales J,Mcmahon AC,Loveland J,Perry E,Frankish A,Hunt S,Armean IM,Flicek P",THE VALUE OF PRIMARY TRANSCRIPTS TO THE CLINICAL AND NON-CLINICAL GENOMICS COMMUNITY: SURVEY RESULTS AND ROADMAP FOR IMPROVEMENTS. AUTHORS,Authorea Preprints,,2021,,,,free_access,Authorea,2021,,,https://www.authorea.com/doi/full/10.22541/au.161901710.08079318;https://www.authorea.com/doi/pdf/10.22541/au.161901710.08079318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Al Nahas K,Fletcher M,Hammond K,Nehls C,Cama J,et al.",Measuring thousands of single vesicle leakage events reveals the mode of action of antimicrobial peptides,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.08.13.455434.abstract;https://www.biorxiv.org/content/10.1101/2021.08.13.455434.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Allen KR,Smith K,Bird LA,Tenenbaum JB,Makin T,et al.",Meta-strategy learning in physical problem-solving: the effect of embodied experience,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.07.08.451333.abstract;https://www.biorxiv.org/content/10.1101/2021.07.08.451333.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Bell D,Ridewood S,Patel AP,Lee SH,Chang YT,et al.",High Content and High Throughout Phenotypic Assay for the Hourly Resolution of the Malaria Parasite Erythrocytic Cycle,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.03.15.434938v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/03/15/2021.03.15.434938.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Bohère J,Eldridge-Thomas BL,Kolahgar G",Vinculin recruitment to α-catenin halts the differentiation and maturation of enterocyte progenitors to maintain homeostasis of the Drosophila intestine,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.08.05.455299.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/08/06/2021.08.05.455299.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Bortolomeazzi M,Montorsi L,Temelkovski D,et al.",A SIMPLI (Single-cell Identification from MultiPLexed Images) approach for spatially resolved tissue phenotypingat single-cell resolution,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.04.01.437886v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/04/02/2021.04.01.437886.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Bosch C,Ackels T,Pacureanu A,Zhang Y,Peddie CJ,et al.","Functional and multiscale 3D structural investigation of brain tissue through correlative in vivo physiology, synchrotron micro-tomography and volume electron …",bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.01.13.426503v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/01/14/2021.01.13.426503.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Cabello-Lobato MJ,Jenner M,Loch CM,Jackson SP,et al.",Microarray screening reveals a non-conventional SUMO-binding mode linked to DNA repair by non-homologous end-joining,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.01.20.427433v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/01/20/2021.01.20.427433.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Chan HTH,Moesser MA,Walters RK,Malla TR,et al.",Discovery of SARS-CoV-2 Mpro Peptide Inhibitors from Modelling Substrate and Ligand Binding,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.06.18.446355v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/06/19/2021.06.18.446355.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Channathodiyil P,Segonds-Pichon A,Smith PD,et al.",DNA replication during acute MEK inhibition drives acquisition of resistance through amplification of the BRAF oncogene,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.03.23.436572v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/03/23/2021.03.23.436572.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Clarke A,Crivelli-Decker JE,Ranganath C",Contextual expectations shape cortical reinstatement of sensory representations,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.08.05.455275.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/08/06/2021.08.05.455275.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Coleman SD,Kirk PDW,Wallace C",Consensus clustering for Bayesian mixture models,bioRxiv,,2020,,,,free_access,biorxiv.org,2020,,,https://www.biorxiv.org/content/10.1101/2020.12.17.423244v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2020/12/18/2020.12.17.423244.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Cyr JA,Colzani M,Bayraktar S,Graup V,Farndale R,et al.",Unravelling Form and Function: Improved function of engineered cardiac tissue through extra-cellular anisotropy,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.08.06.455438.abstract;https://www.biorxiv.org/content/10.1101/2021.08.06.455438.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"de Martin Garrido N,Orekhova M,Loong Y,et al.",Structure of the Bacteriophage PhiKZ non-Virion RNA Polymerase,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.04.06.438582v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/04/06/2021.04.06.438582.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Deserno, L.; Moran, R.; Michely, J.; Lee, Y.; Dayan, P.; others",Dopamine enhances model-free credit assignment through boosting of retrospective model-based inference,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.01.15.426639v2.abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Drouin-Ouellet J,Pircs K,Legault EM,Birtele M,et al.",Age-related pathological impairments in induced neurons derived from patients with idiopathic Parkinson's disease,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.04.23.441070v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/04/23/2021.04.23.441070.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Eapen V,Swarup S,Hoyer MJ,Paulo JA,Harper JW",Quantitative proteomics reveals the selectivity of ubiquitin-binding autophagy receptors in the turnover of damaged lysosomes by lysophagy,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.07.19.452535.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/07/21/2021.07.19.452535.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Echeverria-Altuna I,Quinn AJ,Zokaei N,Woolrich MW,et al.",Transient beta activity and connectivity during sustained motor behaviour,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.03.02.433514v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/03/02/2021.03.02.433514.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"El Mouali Y,Ponath F,Scharrer V,Wenner N,et al.",Scanning mutagenesis of RNA-binding protein ProQ reveals a quality control role for the Lon protease,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.07.12.452043.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/07/12/2021.07.12.452043.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Farahibozorg SR,Bijsterbosch JD,Gong W,Jbabdi S,et al.",Hierarchical modelling of functional brain networks in population and individuals from big fMRI data,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.02.01.428496v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/02/01/2021.02.01.428496.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Fleishmann Z,Pickett SJ,Franco M,Aidlen D,et al.","Bi-phasic dynamics of the mitochondrial DNA mutation m. 3243A> G in blood: An unbiased, mutation level-dependent model implies positive selection in the germline",bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.02.26.433045v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/02/26/2021.02.26.433045.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Flynn O,Dillane K,Lanza JS,Marshall JM,Jin J,et al.",Low adenovirus vaccine doses administered to skin using microneedle patches induce better functional antibody immunogenicity as compared to systemic injection,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.01.21.427553v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/01/21/2021.01.21.427553.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Fowler PW,Wright C,Spiers-Bowers H,Zhu T,et al.",BashTheBug: a crowd of volunteers reproducibly and accurately measure the minimum inhibitory concentrations of 13 antitubercular drugs from photographs of 96 …,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.07.20.453060.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/07/21/2021.07.20.453060.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Gadd DA,Hillary RF,McCartney DL,Zaghlool SB,et al.",Epigenetic scores for the circulating proteome as tools for disease prediction,BioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2020.12.01.404681.abstract;https://www.biorxiv.org/content/10.1101/2020.12.01.404681.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Grima LL,Panayi MC,Harmson O,Syed E,et al.",Nucleus accumbens D1-receptors regulate and focus transitions to reward-seeking action,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.06.15.448563v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/06/15/2021.06.15.448563.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Guglielmini J,Hennart M,Badell E,Toubiana J,et al.",Genomic epidemiology and strain taxonomy of Corynebacterium diphtheriae,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.07.18.452871.abstract;https://www.biorxiv.org/content/10.1101/2021.07.18.452871.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Gupta K,Toelzer C,Williamson MK,Shoemark D,et al.",Structural basis for cell-type specific evolution of viral fitness by SARS-CoV-2,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.05.11.443384v2.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/06/01/2021.05.11.443384.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Hancock-Cerutti WF,Wu Z,Tharkeshwar AK,et al.",ER-lysosome lipid transfer protein VPS13C/PARK23 prevents aberrant mtDNA-dependent STING signaling,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.06.08.447593v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/06/08/2021.06.08.447593.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Hassall CD,Harley J,Kolling N,Hunt LT",Temporal Scaling of Human Scalp-Recorded Potentials During Interval Estimation,BioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2020.12.11.421180v3.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/03/25/2020.12.11.421180.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzPreprint Manuscript,"Heap RE,Marin-Rubio JL,Heunis T,Dueñas ME,et al.",A MALDI-TOF assay identifies nilotinib as an inhibitor of inflammation in acute myeloid leukemia and multiple myeloma,bioRxiv,,2021,,,,free_access,biorxiv.org,2021,,,https://www.biorxiv.org/content/10.1101/2021.03.29.437557v1.abstract;https://www.biorxiv.org/content/biorxiv/early/2021/03/30/2021.03.29.437557.full.pdf,,,,,,,,bioRxiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
